1 	 0 
2 	 1.847759e+00 
3 	 1.851800e-01 
4 	 5.924219e-02 
5 	 2.373685e-01 
6 	 8.407860e-02 
7 	 1.975640e-02 
8 	 2.565488e-04 
9 	 2.359201e-01 
10 	 1.354669e-02 
11 	 8.786903e-03 
12 	 1.093272e-03 
13 	 8.713639e-04 
14 	 6.723812e-04 
15 	 2.821975e-03 
16 	 5.824490e-03 
17 	 1.303487e-03 
18 	 1.369282e-03 
19 	 9.189213e-04 
20 	 4.025920e-03 
21 	 5.843584e-01 
22 	 2.281730e-03 
23 	 2.063768e-03 
24 	 2.947016e-03 
25 	 1.283899e-03 
26 	 7.415747e-02 
27 	 8.810099e-04 
28 	 1.861479e-03 
29 	 3.075383e-03 
30 	 2.464619e-03 
31 	 1.113719e-04 
32 	 1.102841e-03 
33 	 4.844707e-04 
34 	 1.202687e-03 
35 	 1.027371e-03 
36 	 2.446282e-04 
37 	 6.916457e-04 
38 	 8.771376e-04 
39 	 9.282044e-04 
40 	 5.596584e-04 
41 	 4.721341e-02 
42 	 7.026144e-04 
43 	 7.081702e-04 
44 	 1.016260e-04 
45 	 9.681823e-05 
46 	 1.036961e-04 
47 	 3.103081e-04 
48 	 7.015114e-05 
49 	 2.314974e-02 
50 	 3.901110e-04 
51 	 3.600515e-04 
52 	 1.502280e-04 
53 	 5.997686e-04 
54 	 3.425092e-04 
55 	 6.411093e-06 
56 	 2.100189e-04 
57 	 1.968370e-04 
58 	 1.936597e-04 
59 	 2.750160e-04 
60 	 5.012156e-04 
61 	 1.759196e-04 
62 	 4.408930e-04 
63 	 2.128563e-02 
64 	 4.516319e-03 
65 	 3.893062e-04 
66 	 2.318600e-04 
67 	 4.170846e-04 
68 	 2.214413e-05 
69 	 3.603214e-02 
70 	 3.216585e-04 
71 	 4.272261e-04 
72 	 6.216174e-05 
73 	 1.357055e-04 
74 	 1.471324e-05 
75 	 1.884396e-04 
76 	 1.608212e-04 
77 	 3.493743e-05 
78 	 3.835942e-05 
79 	 2.375084e-04 
80 	 2.073902e-04 
81 	 3.901026e-04 
82 	 3.132554e-04 
83 	 2.495770e-02 
84 	 2.978341e-04 
85 	 3.677060e-04 
86 	 1.834057e-04 
87 	 1.809631e-05 
88 	 3.748394e-04 
89 	 3.442093e-02 
90 	 1.092961e-04 
91 	 1.729773e-04 
92 	 1.039563e-04 
93 	 3.508204e-05 
94 	 1.759671e-04 
95 	 1.714607e-04 
96 	 4.852063e-04 
97 	 1.757230e-04 
98 	 3.607935e-02 
99 	 1.996436e-04 
100 	 1.229632e-04 
101 	 2.360412e-04 
102 	 1.153794e-02 
103 	 1.414840e-04 
104 	 1.543412e-05 
105 	 5.385884e-05 
106 	 3.189357e-04 
107 	 3.488297e-05 
108 	 3.952460e-05 
109 	 1.368917e-04 
110 	 1.917014e-04 
111 	 5.987891e-05 
112 	 5.864333e-05 
113 	 1.249468e-02 
114 	 4.188595e-04 
115 	 1.950748e-04 
116 	 1.419846e-04 
117 	 3.280373e-05 
118 	 3.175909e-04 
119 	 4.738427e-05 
120 	 1.317851e-04 
121 	 3.159115e-02 
