x 	 y 	 label 
64 	 108 	 F 
91 	 155 	 F 
138 	 125 	 B 
135 	 122 	 B 
132 	 121 	 B 
133 	 123 	 B 
140 	 123 	 B 
138 	 121 	 B 
139 	 123 	 B 
60 	 125 	 B 
137.98 	 124.09 	 R 
135.05 	 124.16 	 R 
132.08 	 124.23 	 R 
133.03 	 124.21 	 R 
140.03 	 124.04 	 R 
138.07 	 124.09 	 R 
 64.43 	 125.88 	 R 
139.03 	 124.07 	 R 
 90.28 	 125.25 	 R 
 60.02 	 125.98 	 R 
